,DT,DT_NAME,UNDERTAKING,BUSINESS_UNIT,FEEDER_NO,FEEDER_NAME
4146,1000279827,11-AgegeINJ-T1-Iju Road-3 STEPHEN ADETAYO  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5426,1000260952,11-AgegeINJ-T1-Iju Road-86 IJU ROAD HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5938,1000258727,11-Ijaiye OjokoroINJ-T1-Jankara-DANJUMA,IJAIYE,ABULE-EGBA,1070428,JANKARA
3379,1000283728,11-AgegeINJ-T1-Iju Road-1 OPA ARO CL HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4147,1000279824,11-AgegeINJ-T1-Iju Road-4 FAMUREWA STR  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4915,1000265801,11-Akute INJ-T1-Oyeyemi-AKUTE ODO,AKUTE,ABULE-EGBA,1091349,OYEYEMI
5939,1000258371,11-Ijaiye OjokoroINJ-T1-Jankara-ENGR ALIU,IJAIYE,ABULE-EGBA,1070428,JANKARA
6451,1000255907,11-BeckleyINJ-T1-Agbe road-MORADEHUN HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6963,1000246255,11-BeckleyINJ-T1-Agbe road-SANNI BALOGUN HVDS 8,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8499,1000227195,11-Ijaiye OjokoroINJ-T2-Agbado 2-ODUNALAYO,FAGBA,ABULE-EGBA,1070432,AGBADO II
4148,1000279474,11-AgegeINJ-T1-Iju Road-32 VICTOR OLALEYE  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5940,1000258723,11-Ijaiye OjokoroINJ-T1-Jankara-IJAIYE LOCAL 2,IJAIYE,ABULE-EGBA,1070428,JANKARA
6964,1000246252,11-BeckleyINJ-T1-Agbe road-SANNI BALOGUN HVDS 9,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
7988,1000234295,11-IjuINJ-T1-Ajuwon-GEORGE,AKUTE,ABULE-EGBA,1064886,AJUWON 
8500,1000227193,11-Ijaiye OjokoroINJ-T2-Agbado 2-ODUNBAWO 2,FAGBA,ABULE-EGBA,1070432,AGBADO II
2869,1000531915,11-AgegeINJ-T1-Oko Oba-MOSAKU HVDS 3,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
3381,1000283297,11-AgegeINJ-T1-Iju Road-1 PRINCE DUROTOYE  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4149,1000279459,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 20,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
3126,1000285859,11-Abule IrokoINJ-T1-Alakuko-CUSTOM ADEBAYO,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
3638,1000282142,11-AgegeINJ-T1-Iju Road-13 ALHAJI MUSTAPHA HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4150,1000279454,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 19,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4918,1000266264,11-Akute INJ-T1-Oyeyemi-ANWO,AKUTE,ABULE-EGBA,1091349,OYEYEMI
5942,1000258719,11-Ijaiye OjokoroINJ-T1-Jankara-IJAIYE LOCAL 1,IJAIYE,ABULE-EGBA,1070428,JANKARA
7478,1000239262,11-Ijaiye OjokoroINJ-T1-Jankara-ADEGUNWA STREET HVDS 3,FAGBA,ABULE-EGBA,1070428,JANKARA
2615,1001205403,11-LambeINJ-T1-Olambe-TEN TEN,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
3639,1000282028,11-AgegeINJ-T1-Iju Road-16 ALHAJI MUSTAPHA HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4151,1000279498,11-AgegeINJ-T1-Iju Road-44 IJU ROAD (OKE ONA) HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4919,1000265712,KAY FARM 2,ABULE-EGBA,ABULE-EGBA,1066350,GALILEE
5943,1000258717,11-YidiINJ-T1-Ijoko-ENIFE,ADIYAN,ABULE-EGBA,1069304,IJOKO
8503,1000226863,11-Ijaiye OjokoroINJ-T2-Agbado 2-OGUNBANKE HVDS 1,FAGBA,ABULE-EGBA,1070432,AGBADO II
4152,1000279838,11-AgegeINJ-T1-Iju Road-ALHAJI ZUBAIR CL HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5432,1000260935,11-AgegeINJ-T1-Iju Road-6 BUCKNOR STR HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5944,1000258714,11-YidiINJ-T1-Ijoko-OLAOGUN 1,ADIYAN,ABULE-EGBA,1069304,IJOKO
6968,1000246681,11-BeckleyINJ-T1-Agbe road-SHOBOWALE HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8504,1000226861,11-Ijaiye OjokoroINJ-T2-Agbado 2-OGUNTIMEHIN HVDS 1,FAGBA,ABULE-EGBA,1070432,AGBADO II
2617,1001194931,11-AgegeINJ-T1-Oko Oba-MORIN HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4153,1000279457,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 18,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4409,1000273499,11-AgegeINJ-T1-Oko Oba-TOFEK HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5433,1000261134,11-AgegeINJ-T1-Iju Road-TUNJI AKINWANDE CLOSE 1  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5945,1000258711,11-YidiINJ-T1-Ijoko-DAVID OJO,ADIYAN,ABULE-EGBA,1069304,IJOKO
8249,1000229102,11-BeckleyINJ-T1-Agbe road-TAIWO ADEWOLE HVDS 4,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
3898,1000280554,11-AgegeINJ-T1-Oko Oba-WILLIAMS ELLIOT NORTH HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4154,1000279805,AKINAJO,ABULE-EGBA,ABULE-EGBA,1064886,AJUWON 
4410,1000273750,11-AgegeINJ-T1-Oko Oba-OLANIYI HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5946,1000258708,11-YidiINJ-T1-Ijoko-ILUPEJU,ADIYAN,ABULE-EGBA,1069304,IJOKO
7226,1000240975,11-IjuINJ-T2-Agbado 1-AKINYEMI,IJU,ABULE-EGBA,1081359,AGBADO I
7994,1000234321,11-IjuINJ-T1-Ajuwon-BAALE BANJO,AKUTE,ABULE-EGBA,1064886,AJUWON 
3899,1000280551,11-AgegeINJ-T1-Iju Road-14 SHOLANKE STR HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4155,1000279779,11-AgegeINJ-T1-Iju Road-45 OLD AKUTE RD HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4411,1000273738,11-AgegeINJ-T1-Oko Oba-OLANIYI HVDS 10,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5435,1000260924,11-AgegeINJ-T1-Iju Road-1 AYANLEYE  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5947,1000258366,11-Abule IrokoINJ-T1-Alakuko-KAJOLA OLUWADOLAPO,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
7227,1000240973,11-IjuINJ-T2-Agbado 1-YEWANDE,IJU,ABULE-EGBA,1081359,AGBADO I
7995,1000234316,11-IjuINJ-T1-Ajuwon-OSENI II,AKUTE,ABULE-EGBA,1064886,AJUWON 
4156,1000279777,11-AgegeINJ-T1-Iju Road-5 LAYO ADENIYI HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4412,1000273735,11-AgegeINJ-T1-Oko Oba-OLANIYI HVDS 7,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5436,1000261126,11-AgegeINJ-T1-Iju Road-152 IJU ROAD  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5948,1000258704,11-YidiINJ-T1-Ijoko-KOLADE,ADIYAN,ABULE-EGBA,1069304,IJOKO
6972,1000246651,11-Abule IrokoINJ-T1-Abule Iroko-AYEDUN,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
7228,1000245055,11-IjuINJ-T2-Agbado 1-OKE-ARO,IJU,ABULE-EGBA,1081359,AGBADO I
7996,1000234314,11-IjuINJ-T1-Ajuwon-BODE EDUN,AKUTE,ABULE-EGBA,1064886,AJUWON 
4157,1000279775,11-AgegeINJ-T1-Iju Road-5 ONIKOYI SAVAGE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5437,1000260919,11-AgegeINJ-T1-Iju Road-5 AYANLEYE  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5949,1000258364,11-BeckleyINJ-T1-Agbe road-DAVIDS KOLAWOLE HVDS 6,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6973,1000246231,11-Abule IrokoINJ-T1-Abule Iroko-VICTORY ESTATE,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
8509,1000226851,11-Ijaiye OjokoroINJ-T2-Agbado 2-OLUBUSI,IJAIYE,ABULE-EGBA,1070432,AGBADO II
2878,1000529407,11-BeckleyINJ-T1-Agbe road-PAUL STREET HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
3390,1000283067,11-Ijaiye OjokoroINJ-T1-Jankara-COLE STREET HVDS 2,FAGBA,ABULE-EGBA,1070428,JANKARA
4158,1000279773,11-AgegeINJ-T1-Iju Road-6 ADE AKINODE STR  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5438,1000260916,11-AgegeINJ-T1-Iju Road-1 RASHEED BARBARA HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5950,1000258701,11-Ope IluINJ-T1-Adiyan-ADEBIMPE 1,ADIYAN,ABULE-EGBA,1094858,ADIYAN FEEDER
7230,1000240971,11-IjuINJ-T2-Agbado 1-DADDY 1,IJU,ABULE-EGBA,1081359,AGBADO I
8510,1000226849,11-Ijaiye OjokoroINJ-T2-Agbado 2-OWONIKOKO 1,IJAIYE,ABULE-EGBA,1070432,AGBADO II
3391,1000283192,11-AgegeINJ-T1-Iju Road-10 BEN OLAKUNLE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4159,1000279326,11-AgegeINJ-T1-Iju Road-6 AKINBO SAVAGE  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4671,1000269103,11-Akute INJ-T1-Ishashi-LATOLA,AKUTE,ABULE-EGBA,1081953,ISHASHI
5183,1000262250,11-BeckleyINJ-T1-Agbe road-ABEOKUTA EXP HVDS 5,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5439,1000260832,11-AgegeINJ-T1-Iju Road-30 DADDY SAVAGE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5951,1000258698,11-Ope IluINJ-T1-Adiyan-ADEBIMPE 2,ADIYAN,ABULE-EGBA,1094858,ADIYAN FEEDER
7231,1000240968,11-IjuINJ-T2-Agbado 1-OYEDEJI,IJU,ABULE-EGBA,1081359,AGBADO I
8511,1000226847,11-Ijaiye OjokoroINJ-T2-Agbado 2-OWONIKOKO 2,IJAIYE,ABULE-EGBA,1070432,AGBADO II
3392,1000283060,11-AgegeINJ-T1-Iju Road-101 IJU ROAD-IFAKO INT SCH HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4160,1000279324,11-AgegeINJ-T1-Iju Road-6 ALKAT WAY HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5440,1000260829,11-AgegeINJ-T1-Iju Road-31 DADDY SAVAGE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5952,1000258359,11-Akute INJ-T1-Ishashi-ISLAND EST,AKUTE,ABULE-EGBA,1081953,ISHASHI
7232,1000245062,11-IjuINJ-T2-Agbado 1-MOLEGH,IJU,ABULE-EGBA,1081359,AGBADO I
2625,1001194407,11-AgegeINJ-T1-Oko Oba-MORIN HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4161,1000279322,11-AgegeINJ-T1-Iju Road-60 IJU ROAD HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5441,1000261107,11-AgegeINJ-T1-Iju Road-9 ONUORAH CLOSE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5953,1000258357,11-Akute INJ-T1-Ishashi-BAKARE FAKUNLE,AKUTE,ABULE-EGBA,1081953,ISHASHI
6209,1000257785,11-LambeINJ-T1-Olambe-BAKARE,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
7233,1000240965,11-IjuINJ-T2-Agbado 1-BLUE VIEW,IJU,ABULE-EGBA,1081359,AGBADO I
8769,1000204441,11-YidiINJ-T1-Ijoko-AARE 1,ADIYAN,ABULE-EGBA,1069304,IJOKO
2882,1000454958,11-Ijaiye OjokoroINJ-T1-Jankara-CHURCH STREET HVDS 1,FAGBA,ABULE-EGBA,1070428,JANKARA
4162,1000279320,11-AgegeINJ-T1-Iju Road-64 IJU ROAD HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4674,1000268078,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 3,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5186,1000262234,11-BeckleyINJ-T1-Agbe road-ABEOKUTA EXP HVDS 6,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5954,1000258355,AYO NIO 2,AKUTE,ABULE-EGBA,1081953,ISHASHI
7234,1000245060,11-IjuINJ-T2-Agbado 1-PIG FARM,IJU,ABULE-EGBA,1081359,AGBADO I
8514,1000227183,11-Ijaiye OjokoroINJ-T2-Agbado 2-TAIWO AREMU HVDS 1,FAGBA,ABULE-EGBA,1070432,AGBADO II
8770,1000203945,11-YidiINJ-T1-Ijoko-GATEWAY,ADIYAN,ABULE-EGBA,1069304,IJOKO
2883,1000454952,11-Abule IrokoINJ-T1-Alakuko-AGBADO AIYETORO 3,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
3395,1000283161,11-Ijaiye OjokoroINJ-T1-Jankara-ADERUPOKO STREET HVDS 3,FAGBA,ABULE-EGBA,1070428,JANKARA
4163,1000279318,11-AgegeINJ-T1-Iju Road-7 AKINFEMI SAVAGE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5443,1000260787,11-AgegeINJ-T1-Iju Road-14 IYABO WILLIAMS HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5955,1000258353,33-Oke-AroTCN-AKUTE -IBOKO,AKUTE,ABULE-EGBA,1079082,OKE ARO-AKUTE
6211,1000257188,11-Akute INJ-T1-Oyeyemi-RIVER BANK,AKUTE,ABULE-EGBA,1091349,OYEYEMI
7235,1000245058,11-IjuINJ-T2-Agbado 1-KOREDE OLATUNBOSUN,IJU,ABULE-EGBA,1081359,AGBADO I
2884,1000454949,11-Abule IrokoINJ-T1-Alakuko-NIYI ADENIRAN,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
4932,1000264924,11-Akute INJ-T1-Oyeyemi-BABATUNDE FADIYA,AKUTE,ABULE-EGBA,1091349,OYEYEMI
5444,1000260914,11-AgegeINJ-T1-Iju Road-13 AIYEDE  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5956,1000258351,11-Akute INJ-T1-Ishashi-ISHASHI II,AKUTE,ABULE-EGBA,1081953,ISHASHI
7236,1000245050,11-YusufINJ-T1-Akera-IFEACHO,IJAIYE,ABULE-EGBA,1070455,AKERA
2885,1000454945,11-Abule IrokoINJ-T1-Alakuko-ADUBULAJA 2,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
3397,1000283048,11-Ijaiye OjokoroINJ-T1-Jankara-ADEGUNWA STREET HVDS 1,FAGBA,ABULE-EGBA,1070428,JANKARA
5189,1000262070,11-BeckleyINJ-T1-Agbe road-ADEWUNMI ADU HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5957,1000258690,11-Abule IrokoINJ-T1-Alakuko-BAALE 2,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
6213,1000257184,11-Akute INJ-T1-Oyeyemi-MAJENTE,AKUTE,ABULE-EGBA,1091349,OYEYEMI
7237,1000240936,11-YusufINJ-T1-Akera-EMEYONUM,IJAIYE,ABULE-EGBA,1070455,AKERA
2630,1001194419,11-BeckleyINJ-T1-Agbe road-TAIWO ADEWOLE HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
2886,1000459385,11-Abule IrokoINJ-T1-Alakuko-AGBADO AIYETORO 2,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
3398,1000283045,11-Ijaiye OjokoroINJ-T1-Jankara-ADEGUNWA STREET HVDS 2,FAGBA,ABULE-EGBA,1070428,JANKARA
5446,1000260910,11-AgegeINJ-T1-Iju Road-5 RASHEED BARBARA HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5958,1000258687,11-Akute INJ-T1-Ishashi-PALMVIEW,AKUTE,ABULE-EGBA,1081953,ISHASHI
7238,1000240933,11-YusufINJ-T1-Akera-IGBALA,IJAIYE,ABULE-EGBA,1070455,AKERA
2631,1001194416,11-Abule IrokoINJ-T1-Abule Iroko-BOLORUNDURO,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
2887,1000454939,11-AgegeINJ-T1-Iju Road-13 STEPHEN ADETAYO  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
3399,1000283042,11-Ijaiye OjokoroINJ-T1-Jankara-ADERUPOKO STREET HVDS 4,FAGBA,ABULE-EGBA,1070428,JANKARA
5959,1000258684,11-Akute INJ-T1-Ishashi-HARMONY,AKUTE,ABULE-EGBA,1081953,ISHASHI
6215,1000257777,11-LambeINJ-T1-Jolasco-ONIBUDO I,AKUTE,ABULE-EGBA,1092358,JOLASCO FEEDER
7239,1000244978,YUSUF_OGUNOLA,ABULE-EGBA,ABULE-EGBA,1070451,YUSUF
2888,1000321538,11-Abule IrokoINJ-T1-Abule Iroko-EROKUMO,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
3400,1000283039,11-Ijaiye OjokoroINJ-T1-Jankara-ADIGUN STREET HVDS 3,FAGBA,ABULE-EGBA,1070428,JANKARA
4168,1000279685,11-AgegeINJ-T1-Oko Oba-ERINJIYAN HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5448,1000260906,11-AgegeINJ-T1-Iju Road-HOLY MARY 2  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5960,1000258681,11-Akute INJ-T1-Ishashi-AYO NIO 1,AKUTE,ABULE-EGBA,1081953,ISHASHI
6216,1000257775,11-Akute INJ-T1-Oyeyemi-DARUSALAM,AKUTE,ABULE-EGBA,1091349,OYEYEMI
7240,1000240929,11-YusufINJ-T1-Akera-FEMI,IJAIYE,ABULE-EGBA,1070455,AKERA
2889,1000321535,11-Abule IrokoINJ-T1-Abule Iroko-IRE AKARI,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
3401,1000283036,11-Ijaiye OjokoroINJ-T1-Jankara-ADIGUN STREET HVDS 2,FAGBA,ABULE-EGBA,1070428,JANKARA
4681,1000268645,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 5,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5961,1000258675,11-Akute INJ-T1-Ishashi-FASHAKIN,AKUTE,ABULE-EGBA,1081953,ISHASHI
7241,1000240926,11-YusufINJ-T2-Yusuf-CHURCH 1,IJAIYE,ABULE-EGBA,1070451,YUSUF
8009,1000234266,11-Ijaiye OjokoroINJ-T1-Jankara-OLANIYI OGUNDIPE,IJAIYE,ABULE-EGBA,1070428,JANKARA
4170,1000279687,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 16,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4682,1000268642,11-AgegeINJ-T1-Oko Oba-ODEKEYE HVDS 5,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5962,1000258345,11-YidiINJ-T1-Opeilu-SHERATON,ADIYAN,ABULE-EGBA,1069300,OPEILU
6218,1000257771,ANIMASHAHU,AKUTE,ABULE-EGBA,1069259,AKUTE-OUTGOING 1
7242,1000240924,11-YusufINJ-T2-Yusuf-OYEBODE 2,IJAIYE,ABULE-EGBA,1070451,YUSUF
8010,1000233433,11-IjuINJ-T1-Asore-OYEGBAMI,AKUTE,ABULE-EGBA,1082349,ASORE
8266,1000228778,11-Ijaiye OjokoroINJ-T2-Agbado 2-AKINRISORE HVDS 1,FAGBA,ABULE-EGBA,1070432,AGBADO II
2635,1001178914,11-Abule IrokoINJ-T1-Abule Iroko-HANAA ADENIRAN,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
4171,1000279232,11-AgegeINJ-T1-Oko Oba-SHOLA OLAGUNJU HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4683,1000268085,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 12,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5451,1000260902,11-AgegeINJ-T1-Iju Road-4 SEGUN FINNIH HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5963,1000258671,11-YidiINJ-T1-Opeilu-OKUGBOLU 2,ADIYAN,ABULE-EGBA,1069300,OPEILU
8011,1000233435,11-IjuINJ-T1-Ajuwon-GRAILAND LOCAL,AKUTE,ABULE-EGBA,1064886,AJUWON 
8779,1000203929,11-YidiINJ-T1-Ijoko-IDI-OROGBO,ADIYAN,ABULE-EGBA,1069304,IJOKO
4172,1000279230,11-AgegeINJ-T1-Oko Oba-SHOLA OLAGUNJU HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4684,1000268083,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 9,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
5452,1000261113,11-AgegeINJ-T1-Iju Road-3 ONUORAH CLOSE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5964,1000258340,11-YidiINJ-T1-Opeilu-ISOKAN,ADIYAN,ABULE-EGBA,1069300,OPEILU
6220,1000257767,11-Akute INJ-T1-Oyeyemi-ROTIMI SHITTAN,AKUTE,ABULE-EGBA,1091349,OYEYEMI
7244,1000240922,11-YusufINJ-T2-Yusuf-OYEBODE 1,IJAIYE,ABULE-EGBA,1070451,YUSUF
8012,1000233431,11-IjuINJ-T1-Asore-ARANSEOLUWA,AKUTE,ABULE-EGBA,1082349,ASORE
8268,1000228774,11-Ijaiye OjokoroINJ-T2-Agbado 2-ANUOLUWAPO,ADIYAN,ABULE-EGBA,1070432,AGBADO II
8780,1000203927,11-YidiINJ-T1-Ijoko-IREPODUN,ADIYAN,ABULE-EGBA,1069304,IJOKO
2125,1001596149,11-LambeINJ-T1-Olambe-ADAMS,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
2893,1000321513,11-YidiINJ-T1-Ijoko-ALAFIA 2,ADIYAN,ABULE-EGBA,1069304,IJOKO
3661,1000281970,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 15,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4173,1000279110,11-AgegeINJ-T1-Iju Road-74 DADDY SAVAGE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4685,1000268081,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 4,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4941,1000264864,11-Akute INJ-T1-Oyeyemi-DELE BALOGUN,AKUTE,ABULE-EGBA,1091349,OYEYEMI
5453,1000261110,11-AgegeINJ-T1-Iju Road-11 DADDY SAVAGE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
5965,1000258666,11-YidiINJ-T1-Opeilu-OKE OKO,ADIYAN,ABULE-EGBA,1069300,OPEILU
6221,1000257765,11-Akute INJ-T1-Oyeyemi-DUROJAIYE,AKUTE,ABULE-EGBA,1091349,OYEYEMI
7245,1000244973,11-YusufINJ-T2-Yusuf-CHURCH 2,IJAIYE,ABULE-EGBA,1070451,YUSUF
2894,1000315211,11-YidiINJ-T1-Ijoko-ISOKAN 1,ADIYAN,ABULE-EGBA,1069304,IJOKO
3406,1000283029,11-AgegeINJ-T1-Iju Road-12 BUCKNOR STR HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4174,1000278656,11-AgegeINJ-T1-Iju Road-76 IJU ROAD HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4430,1000273647,11-AgegeINJ-T1-Oko Oba-SANGOJIMI HVDS 5,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4686,1000268027,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 10,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
8014,1000234060,11-IjuINJ-T1-Ajuwon-ALLI BELLO,AKUTE,ABULE-EGBA,1064886,AJUWON 
8782,1000203923,11-YidiINJ-T1-Ijoko-LEMODE ILUPEJU,ADIYAN,ABULE-EGBA,1069304,IJOKO
2895,1000315200,11-YidiINJ-T1-Ijoko-MOSA 2,ADIYAN,ABULE-EGBA,1069304,IJOKO
4175,1000278654,11-AgegeINJ-T1-Iju Road-78 IJU ROAD HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4431,1000273645,11-AgegeINJ-T1-Oko Oba-SANNI LABODE HVDS 5,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4687,1000267987,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 8,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
6223,1000257761,11-Akute INJ-T1-Oyeyemi-ASSOCIATION,AKUTE,ABULE-EGBA,1091349,OYEYEMI
8527,1000227169,11-Ijaiye OjokoroINJ-T2-Agbado 2-TAIWO AREMU HVDS 2,FAGBA,ABULE-EGBA,1070432,AGBADO II
8783,1000203250,11-YidiINJ-T1-Ijoko-OLAOLUWA ITOKi  1,IJAIYE,ABULE-EGBA,1069304,IJOKO
2896,1000315196,11-YidiINJ-T1-Ijoko-EMILOJU,ADIYAN,ABULE-EGBA,1069304,IJOKO
3664,1000281957,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 8,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4176,1000278652,11-AgegeINJ-T1-Iju Road-8 AKINLADE SAVAGE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4688,1000267984,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
7248,1000244962,11-Ijaiye OjokoroINJ-T2-Agbado 2-AGO ALAGBEDE 1,IJAIYE,ABULE-EGBA,1070432,AGBADO II
8528,1000227167,11-Ijaiye OjokoroINJ-T2-Agbado 2-WOLE OYEKAN HVDS 1,FAGBA,ABULE-EGBA,1070432,AGBADO II
8784,1000203248,11-YidiINJ-T1-Ijoko-OSHUNGBOYE,ADIYAN,ABULE-EGBA,1069304,IJOKO
4177,1000278630,11-AgegeINJ-T1-Iju Road-8 OBASA DAUDU HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4689,1000267981,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 11,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
7249,1000240919,11-Ijaiye OjokoroINJ-T2-Agbado 2-TIFEDAYO,IJAIYE,ABULE-EGBA,1070432,AGBADO II
8529,1000227165,11-Ijaiye OjokoroINJ-T2-Agbado 2-ZIPLUX HVDS 1,FAGBA,ABULE-EGBA,1070432,AGBADO II
